,entities.urls,created_at,full_text,claim_text,fact_text,user.name,user.id,id,lang,real_fact
126,"[{'url': 'https://t.co/lL3akqbpII', 'expanded_url': 'https://twitter.com/PIB_India/status/1243830331830124548', 'display_url': 'twitter.com/PIB_India/stat…', 'indices': [100, 123]}]",2020-03-28 09:31:26+00:00,"#CoronaUpdate  

Beware of fear mongers !!! Join the league of #coronawarriors 

#IndiaFightsCorona https://t.co/lL3akqbpII",,,PIB Fact Check,1.20763E+18,1.24383E+18,en,FALSE
127,[],2020-03-28 06:18:20+00:00,"There is no evidence to prove that Sunlight can kill the new #Coronavirus

For better prevention, avoid  touching your eyes, nose and mouth.

Let us all work together in combating #COVID19
#coronavirus https://t.co/ygYZJH2s4A",,"There is no evidence to prove that Sunlight can kill the new #Coronavirus For better prevention, avoid  touching your eyes, nose and mouth.",PIB Fact Check,1.20763E+18,1.24378E+18,en,FALSE
128,[],2020-03-27 16:20:16+00:00,"There is no evidence to prove that lemon and turmeric prevents #Covid19.

However, consuming adequate fruit and vegetable is recommended for a healthy diet.

To protect yourself and others against #Covid19 follow the health guidelines issued by @MoHFW_INDIA https://t.co/ppf79p5HwT",,"There is no evidence to prove that lemon and turmeric prevents #Covid19.

However, consuming adequate fruit and vegetable is recommended for a healthy diet.",PIB Fact Check,1.20763E+18,1.24357E+18,en,FALSE
129,[],2020-03-27 10:57:00+00:00,#Coronavirus infection can be transmitted through mosquito bites.,,,PIB Fact Check,1.20763E+18,1.24349E+18,en,FALSE
130,[],2020-03-27 08:43:09+00:00,"Do not fall for the rumours related to closure of Bank branches!
Amid the #LockDown21, customer service Bank branches are operational &amp; will continue to provide services. https://t.co/lCBYJ3XSCj",,,PIB Fact Check,1.20763E+18,1.24346E+18,en,FALSE
131,[],2020-03-27 06:15:12+00:00,"The rumour doing the rounds on social media asserting that Internet services has been shutdown amidst #CoronavirusOutbreak is #Fake!

No such announcement has been made by the Government.

Everyone is advised to check the authenticity of message before forwarding the same! https://t.co/oD6SMPDNzJ",The rumour doing the rounds on social media asserting that Internet services has been shutdown amidst #CoronavirusOutbreak is #Fake!,No such announcement has been made by the Government.,PIB Fact Check,1.20763E+18,1.24342E+18,en,FALSE
132,[],2020-03-26 13:55:23+00:00,"No! In normal conditions, the new #Coronavirus is NOT airborne.

It is transmitted through droplets and contact when people touch their mouths, noses &amp; eyes with contaminated hands. https://t.co/8f3Pam6ybQ",,"
It is transmitted through droplets and contact when people touch their mouths, noses &amp; eyes with contaminated hands. https://t.co/8f3Pam6ybQ",PIB Fact Check,1.20763E+18,1.24317E+18,en,FALSE
133,[],2020-03-26 10:24:56+00:00,Consumption of poultry products can spread #Coronavirus Infection.,Consumption of poultry products can spread #Coronavirus Infection.,,PIB Fact Check,1.20763E+18,1.24312E+18,en,FALSE
134,[],2020-03-26 09:18:37+00:00,"RT @MoHFW_INDIA: #IndiaFightsCorona

Break the stigma surrounding #COVID19

Dispel the myths and rumours,
share correct information and Hel…",,,PIB Fact Check,1.20763E+18,1.24311E+18,en,FALSE
135,[],2020-03-26 06:08:13+00:00,"An audio clip is circulating on social media claiming that Nagpur has tested 59 positive coronavirus  cases including 3 doctors 

The assertion made in the audio is #FAKE. 

Please DO NOT forward such fake audio clips. https://t.co/u29ROXWaf0",An audio clip is circulating on social media claiming that Nagpur has tested 59 positive coronavirus  cases including 3 doctors ,The assertion made in the audio is #FAKE. ,PIB Fact Check,1.20763E+18,1.24306E+18,en,FALSE
136,"[{'url': 'https://t.co/cDaWV4FNEl', 'expanded_url': 'https://twitter.com/PIBMumbai/status/1242865406663995394', 'display_url': 'twitter.com/PIBMumbai/stat…', 'indices': [133, 156]}]",2020-03-25 17:41:08+00:00,"#StayHomeStaySafe and be a #CoronaWarrior 🤜 

Don't 🚫spread misinformation and myths associated with #COVID2019 

#IndiaFightsCorona https://t.co/cDaWV4FNEl",,,PIB Fact Check,1.20763E+18,1.24287E+18,en,FALSE
137,"[{'url': 'https://t.co/IvabAG7VLE', 'expanded_url': 'https://www.mohfw.gov.in', 'display_url': 'mohfw.gov.in', 'indices': [121, 144]}]",2020-03-25 15:59:24+00:00,"Request people not to believe in rumours. 

For verified information, the @MoHFW_INDIA has been updating its dashboard – https://t.co/IvabAG7VLE : Union Minister @PrakashJavdekar
 
  #Coronavirusupdates  #IndiaFightsCorona https://t.co/953rMbKPvT",,,PIB Fact Check,1.20763E+18,1.24284E+18,en,FALSE
138,[],2020-03-25 11:54:28+00:00,"Beware of clickbaits in the garb of information on #Coronavirus .

For authentic information on #CoronavirusInIndia, follow : @MoHFW_INDIA and @PIB_India https://t.co/JAgy0UhcdW",,,PIB Fact Check,1.20763E+18,1.24278E+18,en,FALSE
139,[],2020-03-25 10:00:28+00:00,Drinking bitter gourd juice can cure  #Coronavirus Infection.,Drinking bitter gourd juice can cure  #Coronavirus Infection.,,PIB Fact Check,1.20763E+18,1.24275E+18,en,FALSE
140,[],2020-03-25 09:06:18+00:00,"RT @PIBChandigarh: #CoronavirusUpdate from #Chandigarh

See below 👇 https://t.co/mlJvMCm3oE",,,PIB Fact Check,1.20763E+18,1.24274E+18,en,FALSE
141,[],2020-03-25 07:32:02+00:00,"No! There is no evidence to prove that Tea can cure #Coronavirus

Beware of #Fake remedies spreading on social media that purports to offer ways of combating the coronavirus.

For authentic information on #CoronavirusInIndia, follow : @MoHFW_INDIA and @PIB_India https://t.co/TiiiN2B1yC",,No! There is no evidence to prove that Tea can cure #Coronavirus Beware of #Fake remedies spreading on social media that purports to offer ways of combating the coronavirus,PIB Fact Check,1.20763E+18,1.24272E+18,en,FALSE
142,[],2020-03-25 07:09:17+00:00,"Beware of Frauds!

Do not fall for attempts by fraudsters to steal confidential data on phones and computers by circulating malware in the name of #coronavirus.

Let's stay home to #StopTheSpreadOfCorona; observe #21DaysLockdown and stop spread of #FakeNews! https://t.co/6q1rFNaYfy",,,PIB Fact Check,1.20763E+18,1.24271E+18,en,FALSE
143,[],2020-03-25 05:24:00+00:00,"No! Indian Government has NOT announced deduction in the salary/pension of Government employees. 

Beware of #Fake messages sweeping across social media on #Coronavirus.

Let's stay home to #StopTheSpreadOfCorona; observe #21DaysLockdown and stop spread of #FakeNews! https://t.co/gcGhiVWdld",,No! Indian Government has NOT announced deduction in the salary/pension of Government employees. ,PIB Fact Check,1.20763E+18,1.24268E+18,en,FALSE
144,[],2020-03-24 18:19:47+00:00,"One of the Key Takeaways from PM @narendramodi address to the nation today: ""Beware of any kind of rumours or superstitions"".

 #HelpUsToHelpYou, together We Fight #fakenews, as #IndiaFightsCovid19 https://t.co/mST6hIQ2Tz",,,PIB Fact Check,1.20763E+18,1.24252E+18,en,FALSE
145,"[{'url': 'https://t.co/lWwCA32Z6C', 'expanded_url': 'https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49408', 'display_url': 'rbi.org.in/Scripts/BS_Pre…', 'indices': [183, 206]}]",2020-03-24 11:51:55+00:00,"The recommendation by @RBI of resetting its financial year (currently July - June) in alignment with Govt's financial year (Apr-Mar) has got nothing to do with #Coronavirus. 

Check: https://t.co/lWwCA32Z6C 

Please beware of rumours or misleading information! https://t.co/lvIuS6xtSd",,,PIB Fact Check,1.20763E+18,1.24242E+18,en,FALSE
146,[],2020-03-24 10:48:40+00:00,"Do not fall for such #Whatsapp messages being circulated. 

No such thing is being done by the Government. 

However, everyone is advised to not share any false news/misinformation concerning #CoronavirusInIndia 

For authentic information follow 
@MoHFW_INDIA and @pib_India https://t.co/XBErXb1CSP",,,PIB Fact Check,1.20763E+18,1.2424E+18,en,FALSE
147,[],2020-03-24 10:12:58+00:00,"This is #Fake News!

NO such Announcement has been made by NASA 
 
Practicing social distancing, respiratory hygiene and washing hands are the effective steps to defeat #CoronavirusInIndia 

#IndiaFightsCorona https://t.co/hBRLv9crUE",,NO such Announcement has been made by NASA ,PIB Fact Check,1.20763E+18,1.24239E+18,en,FALSE
148,[],2020-03-24 09:32:32+00:00,Taking a hot bath will protect you from #Coronavirus epidemic.,,,PIB Fact Check,1.20763E+18,1.24238E+18,en,FALSE
149,[],2020-03-24 08:51:38+00:00,"An online website has falsely reported that the Government is likely to impose Financial Emergency in India to tackle the crisis  caused by #Covid19. 

Please be advised that the story is malicious and fake and that there is no such plan. https://t.co/5lx0u3NUED",An online website has falsely reported that the Government is likely to impose Financial Emergency in India to tackle the crisis  caused by #Covid19. ,,PIB Fact Check,1.20763E+18,1.24237E+18,en,FALSE
150,[],2020-03-23 10:04:59+00:00,"Beware! Messages are being shared on Social media claiming that the risk of #Coronavirus in India has been reduced due to noise produced during the #JantaCurfew.

#PIBFactCheck:  Everyone is advised to not get misled and continue to practice #SocialDistancing and personal hygiene https://t.co/dzUfG3lwXv",Beware! Messages are being shared on Social media claiming that the risk of #Coronavirus in India has been reduced due to noise produced during the #JantaCurfew.,,PIB Fact Check,1.20763E+18,1.24203E+18,en,FALSE
151,[],2020-03-23 09:59:37+00:00,"RT @PIB_India: #BhagatSingh , #Sukhdev and #Rajguru  sacrificed their lives for our freedom.

As #IndiaFightsCoronavirus , can we not sacri…",,,PIB Fact Check,1.20763E+18,1.24203E+18,en,FALSE
152,[],2020-03-23 08:14:19+00:00,"Government of India issues advisory to all social media platforms in order to curb the Misinformation/#FakeNews on #Coronavirus.

As #IndiaFightsCorona join the league of #coronawarriors 

Suspect a forward to be #Fake : #Whatsapp Us: +91 87997 11259  | 📧- pibfactcheck@gmail.com https://t.co/oKGxObf85r",,,PIB Fact Check,1.20763E+18,1.242E+18,en,FALSE
153,[],2020-03-22 15:02:05+00:00,"Due to unknown malfunction,  @PIBFactCheck handle has been generating a series of random likes  of tweets in multiple languages since this morning. @TwitterIndia has been apprised on the issue &amp; is working to resolve it. We thank all those who have connected with us on the issue.",,,PIB Fact Check,1.20763E+18,1.24174E+18,en,FALSE
154,[],2020-03-22 11:43:09+00:00,"Fever, cough and difficulty in breathing are the symptoms of #Covid-19?",,,PIB Fact Check,1.20763E+18,1.24169E+18,en,FALSE
155,[],2020-03-22 11:11:29+00:00,"#FakeNews Alert

#PIBFactCheck: The claim that Paracetamol can treat #Coronavirus infection is false!

Beware of #False remedies being shared on #Covid19india .

For authentic information on #CoronavirusInIndia follow @MoHFW_INDIA https://t.co/Y7GmqFa4As",,#PIBFactCheck: The claim that Paracetamol can treat #Coronavirus infection is false!,PIB Fact Check,1.20763E+18,1.24168E+18,en,FALSE
156,[],2020-03-22 11:08:11+00:00,"Claim: If you can hold your breath for 10 sec without discomfort, you don’t have #Coronavirus
#PIBFactCheck : Most young patients with #Coronavirus will be able to hold their breaths for more the 10 sec and many elderly won't be able to do the same.
Conclusion: #FakeNews https://t.co/GXCX2Rujwb","Claim: If you can hold your breath for 10 sec without discomfort, you don’t have #Coronavirus",#PIBFactCheck : Most young patients with #Coronavirus will be able to hold their breaths for more the 10 sec and many elderly won't be able to do the same.,PIB Fact Check,1.20763E+18,1.24168E+18,en,FALSE
157,[],2020-03-22 07:57:18+00:00,"There is NO EVIDENCE to prove that  #Coronavirus survives only for 12 hours.

Everyone is advised to follow #socialdistancing even after #JantaCurfew https://t.co/oHnn70HLtO",,There is NO EVIDENCE to prove that  #Coronavirus survives only for 12 hours.,PIB Fact Check,1.20763E+18,1.24164E+18,en,FALSE
158,[],2020-03-22 06:26:23+00:00,"#PIBFACTCHECK  

#Beware of  false claims of cure/Medicines of   #Coronavirus Infection circulating on social media. 

Remember :  washing hands, social distancing and respiratory hygiene are the recommended ways to prevent  #coronavirus Infection.

#CoronaVirusUpdates https://t.co/rFhx63MeOf",,"Remember :  washing hands, social distancing and respiratory hygiene are the recommended ways to prevent  #coronavirus Infection.",PIB Fact Check,1.20763E+18,1.24161E+18,en,FALSE
159,[],2020-03-22 05:31:26+00:00,"NO ! The vibration generated by clapping together will NOT destroy #Coronavirus infection

#PIBFactCheck: The #JantaCurfew clapping initiative at 5pm is to express  gratitude towards the Emergency staff working selflessly  to counter #coronavirusinindia #Covid19India https://t.co/WHfK4guxys",NO ! The vibration generated by clapping together will NOT destroy #Coronavirus infection,#PIBFactCheck: The #JantaCurfew clapping initiative at 5pm is to express  gratitude towards the Emergency staff working selflessly  to counter #coronavirusinindia #Covid19India https://t.co/WHfK4guxys,PIB Fact Check,1.20763E+18,1.2416E+18,en,FALSE
160,"[{'url': 'https://t.co/yrHX6cdqkH', 'expanded_url': 'https://twitter.com/PIBFactCheck/status/1240986062165405696', 'display_url': 'twitter.com/PIBFactCheck/s…', 'indices': [98, 121]}]",2020-03-21 11:24:40+00:00,"Correct Answer👇

Washing hand frequently' is an effective way to guard yourself against #Covid19. https://t.co/yrHX6cdqkH",,,PIB Fact Check,1.20763E+18,1.24132E+18,en,FALSE
161,[],2020-03-21 11:02:08+00:00,"Is it true that coronavirus can be treated by gargling with warm water mixed with salt and vinegar

#CoronavirusPandemic #Covid_19 #IndiaFightsCorona",,,PIB Fact Check,1.20763E+18,1.24132E+18,en,FALSE
162,[],2020-03-21 09:43:50+00:00,"#FakeAlert

A fake notice is being circulated on social media claiming it to be issued by Delhi Police

@DelhiPolice has NOT issued any such advisory on imposition of a fine on March 22

 Let's resolve to make #JantaCurfew tomorrow, a success.
#IndiaFightsCorona #PIBFactcheck https://t.co/anIYJNWYib",A fake notice is being circulated on social media claiming it to be issued by Delhi Police,@DelhiPolice has NOT issued any such advisory on imposition of a fine on March 22,PIB Fact Check,1.20763E+18,1.2413E+18,en,FALSE
163,[],2020-03-20 12:58:28+00:00,"What are some of the best ways to guard yourself from #COVID19 ?

#CoronavirusOutbreak #IndiaFightsCorona",,,PIB Fact Check,1.20763E+18,1.24099E+18,en,FALSE
164,[],2020-03-20 10:24:55+00:00,"An audio clip of a #FAKE phone conversation between two individuals discussing ""complete lockdown"" of the country is being shared widely on #WhatsApp 

The audio clip is FAKE and work of miscreants. Please do not forward it. 

#IndiaFightsCorona 

#CoronavirusPandemic https://t.co/Kjbfp1rPpl","An audio clip of a #FAKE phone conversation between two individuals discussing ""complete lockdown"" of the country is being shared widely on #WhatsApp ",The audio clip is FAKE and work of miscreants. Please do not forward it. ,PIB Fact Check,1.20763E+18,1.24095E+18,en,FALSE
165,[],2020-03-20 07:16:30+00:00,"#PIBFACTCHECK :  NO! Drinking water CANNOT prevent #Coronavirus infection. 

But practicing respiratory hygiene, social distancing and washing hands frequently will surely prevent you and others against #Coronavirusoutbreak. https://t.co/oiOH41ncmk",,"NO! Drinking water CANNOT prevent #Coronavirus infection.  But practicing respiratory hygiene, social distancing and washing hands frequently will surely prevent you and others against #Coronavirusoutbreak. https://t.co/oiOH41ncmk",PIB Fact Check,1.20763E+18,1.2409E+18,en,FALSE
166,[],2020-03-20 06:42:21+00:00,"The correct answer is No. 

Antibiotics cannot be used as a means of prevention or treatment of #COVID19",,Antibiotics cannot be used as a means of prevention or treatment of #COVID19,PIB Fact Check,1.20763E+18,1.24089E+18,en,FALSE
167,[],2020-03-19 13:25:35+00:00,"Many ‘lockdown’ rumours are going viral on #WhatsApp and other social media platforms. 

#PIBFACTCHECK:  The assertion made in the message is #fake and pure scaremongering.

Don’t fall for such rumours! https://t.co/aZNMBxLQRo",,,PIB Fact Check,1.20763E+18,1.24063E+18,en,FALSE
168,[],2020-03-19 12:31:51+00:00,Antibiotics can be used as a means of prevention or treatment of #COVID19 ?,,,PIB Fact Check,1.20763E+18,1.24062E+18,en,FALSE
169,[],2020-03-19 12:30:49+00:00,"Thank you Fact Checkers!  As @PIBFactCheck completes 3 months of journey busting  #FakeNews with you, We invite you to take the Quiz Poll &amp; Check Your Fact-Quotient. https://t.co/f9pGd893pk",,,PIB Fact Check,1.20763E+18,1.24062E+18,en,FALSE
170,[],2020-03-19 10:44:06+00:00,"Claim: A Press Release regarding movement restriction is widely getting circulated on #WhatsApp claiming to be of Government of India.

#PIBFactCheck: No such Press Release has been issued by 
@PMOIndia. https://t.co/6CQOJUhSpG",,,PIB Fact Check,1.20763E+18,1.24059E+18,en,FALSE
171,[],2020-03-19 06:20:26+00:00,"#PIBFACTCHECK: NO! Antibiotics do not work against #Coronavirus

Since antibiotics only work against bacteria, it can’t be effective in preventing #Coronavirus

Get your facts from trusted sources. Beware of #fakenews!

#CoronaVirusUpdate https://t.co/PyFQvTlsnE",,,PIB Fact Check,1.20763E+18,1.24052E+18,en,FALSE
172,"[{'url': 'https://t.co/7Wta5sp82P', 'expanded_url': 'https://twitter.com/PIBMumbai/status/1240209027688251393', 'display_url': 'twitter.com/PIBMumbai/stat…', 'indices': [58, 81]}]",2020-03-18 10:41:35+00:00,Do not share and spread misinformation on #COVID2019india https://t.co/7Wta5sp82P,,,PIB Fact Check,1.20763E+18,1.24023E+18,en,FALSE
173,"[{'url': 'https://t.co/nrka4K0W9d', 'expanded_url': 'https://twitter.com/i/events/1239906148049760258?s=13', 'display_url': 'twitter.com/i/events/12399…', 'indices': [151, 174]}]",2020-03-17 13:52:41+00:00,"Myth Busters on #COVID2019 

What’s not true about #Coronavirus  
Here are some myths related to #Covid_19. Do not believe them, do not amplify them.

https://t.co/nrka4K0W9d",,,PIB Fact Check,1.20763E+18,1.23991E+18,en,FALSE
174,[],2020-03-17 08:46:49+00:00,"Amidst #Coronavirusoutbreak, misinformation on CV Vaccine gas spread out through Airplanes is circulating on social media
NO such action has been planned out by the Indian Government. 

Get your facts from trusted sources. Do not amplify #fakenews! https://t.co/8F5ksKKBEm","#Coronavirusoutbreak, misinformation on CV Vaccine gas spread out through Airplanes is circulating on social media",,PIB Fact Check,1.20763E+18,1.23984E+18,en,FALSE
175,[],2020-03-16 13:47:10+00:00,"Another misinformation urging people to avoid ice creams to prevent #Coronavirus is #Fake. 

#PIBFactCheck: There is no evidence from the current #CoronavirusOutbreak which states that avoiding ice cream can help prevent the onset of the disease. https://t.co/OhlhGc33xf",Another misinformation urging people to avoid ice creams to prevent #Coronavirus is #Fake. ,#PIBFactCheck: There is no evidence from the current #CoronavirusOutbreak which states that avoiding ice cream can help prevent the onset of the disease. https://t.co/OhlhGc33xf,PIB Fact Check,1.20763E+18,1.23955E+18,en,FALSE
176,[],2020-03-16 11:45:41+00:00,"#Coronavirus CANNOT be treated by gargling with warm water mixed with salt and vinegar.

This is #fakenews circulating on social media and WhatsApp.

For authentic information on #Coronavirusoutbreak, follow @PIB_India and @MoHFW_INDIA 

#PIBFactCheck #IndiaFightsCorona https://t.co/gKUGDBqR9Q",,#Coronavirus CANNOT be treated by gargling with warm water mixed with salt and vinegar. This is #fakenews circulating on social media and WhatsApp.,PIB Fact Check,1.20763E+18,1.23952E+18,en,FALSE
177,"[{'url': 'https://t.co/wfZkDKo3iI', 'expanded_url': 'https://twitter.com/PIB_India/status/1239098328287023106', 'display_url': 'twitter.com/PIB_India/stat…', 'indices': [252, 275]}]",2020-03-16 10:22:44+00:00,"#FACTCHECK: There is No evidence that coronavirus can be transmitted by pets such as 🐈cats and 🦮dogs 

However, personal hygiene should be followed like washing hands well with soap and water.

#Indiafightscoroanvirus

Get facts on #Coronavirus right: https://t.co/wfZkDKo3iI https://t.co/COkMefKdAJ",,"There is No evidence that coronavirus can be transmitted by pets such as 🐈cats and 🦮dogs However, personal hygiene should be followed like washing hands well with soap and water.",PIB Fact Check,1.20763E+18,1.2395E+18,en,FALSE
178,[],2020-03-15 14:15:10+00:00,"#PIBFactCheck
There is an audio clip being shared on WhatsApp that claims India will go into a lockdown. The assertions made in the audio clip is fake and pure scaremongering. 
Please do not forward it.
#HelpUstoHelpU https://t.co/64cmjXyNmq",,There is an audio clip being shared on WhatsApp that claims India will go into a lockdown. The assertions made in the audio clip is fake and pure scaremongering. ,PIB Fact Check,1.20763E+18,1.23919E+18,en,FALSE
179,[],2020-03-13 14:14:04+00:00,"Claim: An office memorandum regarding declaration of holidays in states, in wake of #Coronavirus is widely getting circulated on #WhatsApp.
#PIBFactCheck: No such clarification has been issued by @MoHFW_INDIA.
For all official information please follow @MoHFW_INDIA or @PIB_India https://t.co/U33SmtWott","Claim: An office memorandum regarding declaration of holidays in states, in wake of #Coronavirus is widely getting circulated on #WhatsApp.",#PIBFactCheck: No such clarification has been issued by @MoHFW_INDIA.,PIB Fact Check,1.20763E+18,1.23847E+18,en,FALSE
180,"[{'url': 'https://t.co/cDzZtK9Dvm', 'expanded_url': 'https://mobile.twitter.com/OfficeOfSDhotre/status/1235242724862779394', 'display_url': 'mobile.twitter.com/OfficeOfSDhotr…', 'indices': [182, 205]}]",2020-03-13 12:35:35+00:00,"#Factcheck: Found True!

Toll-free numbers 1800 110 420 / 1963 have been started by @DoT_India for the purpose of reporting unsolicited international calls by customers.

Read More: https://t.co/cDzZtK9Dvm https://t.co/VHjlxF0eyJ",,,PIB Fact Check,1.20763E+18,1.23844E+18,en,FALSE
181,[],2020-03-12 13:18:49+00:00,"#PIBFACTCHECK: NO! #COVID19 cannot be transmitted through Mosquito Bites. 

#Coronavirus is a respiratory virus that spreads primarily through droplets generated by an infected person on cough, sneeze, saliva or discharge from the nose.

#coronaviruspandemic https://t.co/FM9CezlaNj",,"NO! #COVID19 cannot be transmitted through Mosquito Bites. 

#Coronavirus is a respiratory virus that spreads primarily through droplets generated by an infected person on cough, sneeze, saliva or discharge from the nose.",PIB Fact Check,1.20763E+18,1.23809E+18,en,FALSE
182,[],2020-03-12 12:45:20+00:00,"Claim: 
Taking a hot bath will protect you from #Coronavirus .

#PIBFactCheck: 
No! Taking a hot bath does not prevent #COVID19 disease.

As per WHO, normal body temperature remains around 36.5°C to 37°C, regardless of the temperature of your bath or shower.

#CoronavirusPandemic https://t.co/PdQpsQtzbD","Claim: 
Taking a hot bath will protect you from #Coronavirus .","#PIBFactCheck: 
No! Taking a hot bath does not prevent #COVID19 disease.

As per WHO, normal body temperature remains around 36.5°C to 37°C, regardless of the temperature of your bath or shower.",PIB Fact Check,1.20763E+18,1.23808E+18,en,FALSE
183,[],2020-03-11 12:09:15+00:00,"Filter out all misinformation on #coronavirus from your feed, get reliable  information only from authentic accounts

#COVID2019 https://t.co/IWIIJTmsEi",,,PIB Fact Check,1.20763E+18,1.23771E+18,en,FALSE
184,"[{'url': 'https://t.co/zh1uF7Nh2G', 'expanded_url': 'https://twitter.com/MoHFW_INDIA/status/1222008901828108290', 'display_url': 'twitter.com/MoHFW_INDIA/st…', 'indices': [227, 250]}]",2020-03-11 10:36:44+00:00,"#FactCheck: Found True

A 24x7 Control Room Helpline on #Coronavirus has been set up by 
@MoHFW_INDIA

For all the health-related queries on #COVID19 please contact Helpline No. +91-11-23978046 &amp; Email ncov2019@gmail.com 

https://t.co/zh1uF7Nh2G https://t.co/M579y6PhTk",,,PIB Fact Check,1.20763E+18,1.23769E+18,en,FALSE
185,[],2020-03-11 09:17:28+00:00,"A #Fake Coronavirus advisory by @UNICEF is circulating on WhatsApp.

#PIBFactCheck: #UNICEF does not issue #Coronavirus advisories on chat apps. 

For the latest updates and advisories on coronavirus, please follow - @drharshvardhan @WHO @MoHFW_INDIA and @PIB_India https://t.co/KQPJt3T67w",,#PIBFactCheck: #UNICEF does not issue #Coronavirus advisories on chat apps. ,PIB Fact Check,1.20763E+18,1.23767E+18,en,FALSE
186,"[{'url': 'https://t.co/boeuigoNdz', 'expanded_url': 'https://fssai.gov.in/cms/myth-buster.php', 'display_url': 'fssai.gov.in/cms/myth-buste…', 'indices': [203, 226]}]",2020-03-09 12:55:46+00:00,"#FakeNews Alert: There is NO evidence to prove that consumption of Poultry products can spread #Coronavirus Infection. However, general principles of hygiene should be followed.

For Clarification read: https://t.co/boeuigoNdz https://t.co/NaPQUSaAA7",,"#FakeNews Alert: There is NO evidence to prove that consumption of Poultry products can spread #Coronavirus Infection. However, general principles of hygiene should be followed.",PIB Fact Check,1.20763E+18,1.237E+18,en,FALSE
187,"[{'url': 'https://t.co/frpXDLZ1U2', 'expanded_url': 'https://pib.gov.in/PressReleseDetail.aspx?PRID=1605078', 'display_url': 'pib.gov.in/PressReleseDet…', 'indices': [253, 276]}]",2020-03-06 11:31:48+00:00,"Many users on social media are raising concerns over the alleged proposal by NITI Aayog for the inclusion of livestock items under PDS
 
#PIBFactCheck: All such claims are #Fake. NITI Aayog has never proposed the addition of the same under PDS. 

Read: https://t.co/frpXDLZ1U2 https://t.co/DVoITluyAx",Many users on social media are raising concerns over the alleged proposal by NITI Aayog for the inclusion of livestock items under PDS,#PIBFactCheck: All such claims are #Fake. NITI Aayog has never proposed the addition of the same under PDS. ,PIB Fact Check,1.20763E+18,1.23589E+18,en,FALSE
188,[],2020-03-06 02:46:13+00:00,"Deceitful messages are being circulated claiming to offer a loan of Rs. 2 Crore in the pretext of ""PM Mudra Yojana”.

 #PIBFactCheck: The circulated message is a #Clickbait to trick users, perpetrated in the name of the Government. https://t.co/E5lupjL8z5","Deceitful messages are being circulated claiming to offer a loan of Rs. 2 Crore in the pretext of ""PM Mudra Yojana”.","#PIBFactCheck: The circulated message is a #Clickbait to trick users, perpetrated in the name of the Government. https://t.co/E5lupjL8z5",PIB Fact Check,1.20763E+18,1.23576E+18,en,FALSE
189,"[{'url': 'https://t.co/SJwDmZo6c9', 'expanded_url': 'https://twitter.com/cbseindia29/status/1235182385844621312', 'display_url': 'twitter.com/cbseindia29/st…', 'indices': [243, 266]}]",2020-03-05 17:47:29+00:00,"Miscreants are uploading fake messages &amp; videos about #CBSE question papers leak and claiming to be in possession of the same.

#PIBFactCheck: The claim is #Fake and baseless. Don't believe or involve in fake, unverified news.

Read More: https://t.co/SJwDmZo6c9 https://t.co/DJxg5fTTRP",Miscreants are uploading fake messages &amp; videos about #CBSE question papers leak and claiming to be in possession of the same.,"#PIBFactCheck: The claim is #Fake and baseless. Don't believe or involve in fake, unverified news.",PIB Fact Check,1.20763E+18,1.23562E+18,en,FALSE
190,"[{'url': 'https://t.co/uJ0bgK0wen', 'expanded_url': 'https://twitter.com/WHOWPRO/status/1232636967428296705?s=20', 'display_url': 'twitter.com/WHOWPRO/status…', 'indices': [239, 262]}]",2020-03-05 06:19:47+00:00,"#PIBFactCheck

Another misinformation on #Coronavirus circulating on social media asserts that consumption of
alcohol prevents #Coronavirus infection.
This rumour is #Fake! Drinking alcohol does not protect you from #nCoV infection.
Read: https://t.co/uJ0bgK0wen https://t.co/xlMkVkgR8X",,"Another misinformation on #Coronavirus circulating on social media asserts that consumption of
alcohol prevents #Coronavirus infection.
This rumour is #Fake! Drinking alcohol does not protect you from #nCoV infection.",PIB Fact Check,1.20763E+18,1.23545E+18,en,FALSE
191,[],2020-03-04 12:38:42+00:00,"#FraudAlert

A Message with a website link is circulating on Social media claiming that the Govt. is offering free laptops for youth &amp; to click on the provided link to book it. 

#PIBFactCheck: The circulated link is a Spoof website to trick users perpetrated in the name of Govt. https://t.co/lU10VUcoXO",A Message with a website link is circulating on Social media claiming that the Govt. is offering free laptops for youth &amp; to click on the provided link to book it. ,#PIBFactCheck: The circulated link is a Spoof website to trick users perpetrated in the name of Govt.,PIB Fact Check,1.20763E+18,1.23518E+18,en,FALSE
192,[],2020-03-04 12:37:14+00:00,"An old video showing men removing pistols hidden inside cans of ghee is going viral in the context of #DelhiViolence 
The video is of Sep 2019 and is circulating with #Fake claims in the context of Delhi. https://t.co/pJ2ajLYKb0",An old video showing men removing pistols hidden inside cans of ghee is going viral in the context of #DelhiViolence ,The video is of Sep 2019 and is circulating with #Fake claims in the context of Delhi. https://t.co/pJ2ajLYKb0,PIB Fact Check,1.20763E+18,1.23518E+18,en,FALSE
